full_name,team,position,grp,points,qb,rush,recv,def,base,snap_pct,rot_w,years_exp
Edgerrin Cooper,GB,LB,LB,1.49,0.0,0.0,0.0,1.16,0.33,0.8239117647058825,0.45,2
Milton Williams,NE,DL,DL,1.49,0.0,0.0,0.0,1.2,0.29,0.5283923332295881,0.8,5
Rashee Rice,KC,WR,WR,1.49,0.0,0.2,0.83,0.23,0.24,0.681628205128205,0.85,3
Kamari Lassiter,HOU,DB,DB,1.48,0.0,0.0,0.0,1.0,0.48,0.9539930555555556,0.3,2
Alim McNeill,DET,DL,DL,1.48,0.0,0.0,0.0,1.09,0.39,0.7039117647058823,0.75,5
Nathan Shepherd,NO,DL,DL,1.48,0.0,0.0,0.0,1.16,0.31,0.5698464052287582,0.65,8
Alohi Gilman,KC,DB,DB,1.47,0.0,0.0,0.0,1.02,0.44,0.8874548095332406,0.88,6
Calijah Kancey,TB,DL,DL,1.47,0.0,0.0,0.0,1.14,0.33,0.5993906147271532,0.65,3
L'Jarius Sneed,KC,DB,DB,1.46,0.0,0.0,0.0,1.01,0.45,0.8972278659611993,0.92,6
Josh Metellus,MIN,DB,DB,1.46,0.0,0.0,0.0,1.05,0.41,0.8283779956427015,0.88,6
Tyson Campbell,CLE,DB,DB,1.45,0.0,0.0,0.0,1.0,0.45,0.8957214914886742,0.88,5
Tershawn Wharton,CAR,DL,DL,1.45,0.0,0.0,0.0,1.12,0.33,0.5964,0.75,6
Jer'Zhan Newton,WAS,DL,DL,1.45,0.0,0.0,0.0,1.22,0.23,0.41458591331269345,0.35,2
Deommodore Lenoir,SF,DB,DB,1.44,0.0,0.0,0.0,0.98,0.46,0.9265847953216374,0.82,5
Zaven Collins,ARI,LB,LB,1.44,0.0,0.0,0.0,1.22,0.22,0.543985112563544,0.2,5
Jaylon Johnson,CHI,DB,DB,1.43,0.0,0.0,0.0,1.02,0.41,0.8284969829009043,0.92,6
Quan Martin,WAS,DB,DB,1.43,0.0,0.0,0.0,1.05,0.38,0.7649598118599666,0.82,3
Dee Alford,BUF,DB,DB,1.43,0.0,0.0,0.0,1.15,0.28,0.5604941860465117,0.3,6
Sam LaPorta,DET,TE,TE,1.43,0.0,0.01,1.16,0.0,0.26,0.8772800402212168,0.8,3
Isaiah McGuire,CLE,DL,DL,1.43,0.0,0.0,0.0,1.2,0.23,0.41516968325791864,0.65,3
Devon Witherspoon,SEA,DB,DB,1.42,0.0,0.0,0.0,0.95,0.47,0.9403770739064857,0.88,3
Christian Gonzalez,NE,DB,DB,1.42,0.0,0.0,0.0,0.96,0.45,0.9029914529914529,0.3,3
DeShon Elliott,PIT,DB,DB,1.42,0.0,0.0,0.0,1.01,0.41,0.8275244708994709,0.62,8
B.J. Hill,CIN,DL,DL,1.42,0.0,0.0,0.0,1.05,0.37,0.6638771241830065,0.65,8
Kwity Paye,LV,DL,DL,1.42,0.0,0.0,0.0,1.07,0.35,0.6347188453159041,0.65,5
Isaiah Rodgers,MIN,DB,DB,1.42,0.0,0.0,0.0,1.1,0.33,0.6562803758622564,0.82,6
Devontez Walker,BAL,WR,WR,1.42,0.0,0.0,0.82,0.53,0.07,0.18655303030303028,0.8,2
Mitchell Trubisky,TEN,QB,QB,1.41,1.29,-0.25,0.0,0.0,0.37,0.367511111111111,1.0,9
Asante Samuel Jr.,PIT,DB,DB,1.41,0.0,0.0,0.0,1.01,0.4,0.7938533042846768,0.3,5
Chamarri Conner,KC,DB,DB,1.41,0.0,0.0,0.0,1.04,0.38,0.7529260935143288,0.82,3
Justin Jefferson,MIN,WR,WR,1.41,0.14,-0.04,0.99,0.0,0.32,0.9234824981844589,0.85,6
Osa Odighizuwa,SF,DL,DL,1.41,0.0,0.0,0.0,1.05,0.36,0.6520512173680388,0.75,5
Boye Mafe,CIN,LB,LB,1.41,0.0,0.0,0.0,1.19,0.22,0.5450668604651163,0.75,4
Brandon Jones,DEN,DB,DB,1.4,0.0,0.0,0.0,0.99,0.41,0.8242208527855585,0.62,6
Alex Anzalone,TB,LB,LB,1.4,0.0,0.0,0.0,1.03,0.38,0.939460665925062,0.75,9
Cole Bishop,BUF,DB,DB,1.4,0.0,0.0,0.0,1.04,0.36,0.7105921052631579,0.62,2
Blake Cashman,MIN,LB,LB,1.4,0.0,0.0,0.0,1.08,0.32,0.8004195156695155,0.2,7
Alec Pierce,IND,WR,WR,1.4,0.0,0.0,1.08,0.03,0.29,0.8398609211126312,0.85,4
Jermaine Johnson II,TEN,LB,LB,1.4,0.0,0.0,0.0,1.15,0.26,0.6396834082470195,0.75,4
Brian Thomas Jr.,JAX,WR,WR,1.39,0.0,0.3,0.82,0.0,0.27,0.7825735294117647,0.85,2
Terry McLaurin,WAS,WR,WR,1.39,0.0,-0.09,1.2,0.0,0.27,0.781529411764706,0.85,7
LaCale London,ATL,DL,DL,1.39,0.0,0.0,0.0,1.2,0.18,0.32994694960212206,0.65,6
Julian Blackmon,NO,DB,DB,1.38,0.0,0.0,0.0,0.89,0.48,0.9669126984126984,0.88,6
Craig Woodson,NE,DB,DB,1.38,0.0,0.0,0.0,0.91,0.47,0.9376190476190474,0.62,1
Ashtyn Davis,SF,DB,DB,1.38,0.0,0.28,0.0,0.87,0.23,0.46932452297158167,0.15,6
Lukas Van Ness,GB,DL,DL,1.38,0.0,0.0,0.0,1.15,0.23,0.4154026090868196,0.75,3
Jonah Elliss,DEN,LB,LB,1.38,0.0,0.0,0.0,1.24,0.15,0.37104166666666666,0.2,2
Bryce Young,CAR,QB,QB,1.37,0.8,-0.37,0.0,0.0,0.94,0.9430980661495367,1.0,3
Demario Davis,NYJ,LB,LB,1.37,0.0,0.0,0.0,0.98,0.39,0.9788300653594771,0.9,14
Cam Taylor-Britt,IND,DB,DB,1.37,0.0,0.0,0.0,0.99,0.38,0.7625649794801641,0.88,4
Gervon Dexter Sr.,CHI,DL,DL,1.37,0.0,0.0,0.0,1.04,0.33,0.602252758593316,0.55,3
Uchenna Nwosu,SEA,LB,LB,1.37,0.0,0.0,0.0,1.14,0.23,0.5756808087757521,0.0,8
Tavius Robinson,BAL,LB,LB,1.37,0.0,0.0,0.0,1.17,0.21,0.5165317139001349,0.75,3
Andrew Mukuba,PHI,DB,DB,1.36,0.0,0.0,0.0,0.9,0.46,0.9245454545454547,0.88,1
Jaylen Watson,LA,DB,DB,1.36,0.0,0.0,0.0,0.96,0.4,0.8010093839249287,0.62,4
Roquan Smith,BAL,LB,LB,1.36,0.0,0.0,0.0,0.98,0.38,0.9505098039215684,0.9,8
Eric Murray,JAX,DB,DB,1.36,0.0,0.0,0.0,1.02,0.34,0.6775946565760808,0.82,10
Amik Robertson,WAS,DB,DB,1.36,0.0,0.0,0.0,1.04,0.32,0.6327424836601306,0.3,6
Drue Tranquill,KC,LB,LB,1.36,0.0,0.0,0.0,1.04,0.31,0.7823910478811408,0.75,7
Jordan Davis,PHI,DL,DL,1.36,0.0,0.0,0.0,1.1,0.26,0.4739091915836102,0.75,4
D.J. Jones,DEN,DL,DL,1.36,0.0,0.0,0.0,1.12,0.25,0.44955833333333334,0.75,9
Dallas Goedert,PHI,TE,TE,1.36,0.0,0.14,0.97,0.0,0.24,0.8157179894179893,0.8,8
Christian Elliss,NE,LB,LB,1.36,0.0,0.0,0.0,1.2,0.16,0.4083006010396361,0.2,5
Andre Cisco,NYJ,DB,DB,1.35,0.0,0.0,0.0,0.9,0.45,0.8998764705882353,0.88,5
Derrick Barnes,DET,LB,LB,1.35,0.0,0.0,0.0,1.07,0.28,0.7043623437679165,0.45,5
Tremaine Edmunds,NYG,LB,LB,1.34,0.0,0.0,0.0,0.96,0.39,0.9653437908496733,0.2,8
Azeez Al-Shaair,HOU,LB,LB,1.34,0.0,0.0,0.0,0.99,0.34,0.8613998547567173,0.9,7
Travis Kelce,KC,TE,TE,1.34,0.0,-0.15,1.24,0.0,0.25,0.8202584107327141,0.8,13
Kingsley Enagbare,NYJ,DL,DL,1.34,0.0,0.0,0.0,1.1,0.24,0.4363079495364037,0.55,4
Nolan Smith,PHI,LB,LB,1.34,0.0,0.0,0.0,1.14,0.2,0.5061078238001315,0.2,3
Anthony Nelson,TB,LB,LB,1.34,0.0,0.0,0.0,1.16,0.18,0.4502462638076673,0.0,7
Malik Hooker,DAL,DB,DB,1.33,0.0,0.0,0.0,0.92,0.41,0.8279718591140158,0.62,9
Javon Kinlaw,WAS,DL,DL,1.33,0.0,0.0,0.0,1.01,0.32,0.5755898329702251,0.55,6
Taron Johnson,LV,DB,DB,1.32,0.0,0.0,0.0,0.91,0.41,0.8130713450292398,0.92,8
Garrett Williams,ARI,DB,DB,1.32,0.0,0.0,0.0,0.94,0.38,0.765071225071225,0.82,3
Romeo Doubs,NE,WR,WR,1.32,-0.02,0.01,1.06,0.0,0.26,0.7540405918510895,0.8,4
Malcolm Koonce,LV,DL,DL,1.32,0.0,0.0,0.0,1.12,0.21,0.378777183600713,0.35,5
Kool-Aid McKinstry,NO,DB,DB,1.31,0.0,0.0,0.0,0.89,0.43,0.8530588235294118,0.82,2
Kader Kohou,KC,DB,DB,1.31,0.0,0.0,0.0,0.91,0.4,0.7956811594202899,0.62,4
DaRon Bland,DAL,DB,DB,1.3,0.0,0.0,0.0,0.85,0.45,0.905735268403567,0.82,4
Billy Bowman Jr.,ATL,DB,DB,1.3,0.0,0.0,0.0,0.9,0.4,0.8033333333333332,0.62,1
Kenny Clark,DAL,DL,DL,1.3,0.0,0.0,0.0,0.93,0.38,0.6852124756335282,0.65,10
DK Metcalf,PIT,WR,WR,1.3,0.0,0.19,0.81,0.0,0.3,0.8584930101670296,0.85,7
Jameson Williams,DET,WR,WR,1.3,-0.16,0.28,0.92,0.0,0.26,0.7517393980848153,0.8,4
Jonah Williams,ARI,DL,DL,1.29,0.0,0.0,0.0,0.77,0.51,0.9350907770515613,0.8,6
Zyon McCollum,TB,DB,DB,1.29,0.0,0.0,0.0,0.87,0.42,0.8432322756802562,0.62,4
Sebastian Joseph-Day,PIT,DL,DL,1.29,0.0,0.0,0.0,1.02,0.27,0.487126762985896,0.65,8
Antonio Johnson,JAX,DB,DB,1.29,0.0,0.0,0.0,1.03,0.26,0.523137770558585,0.3,3
Drake Thomas,SEA,LB,LB,1.29,0.0,0.0,0.0,1.15,0.14,0.34975867269984917,0.0,3
Pat Surtain II,DEN,DB,DB,1.28,0.0,0.0,0.0,0.81,0.47,0.9425816993464051,0.82,5
Quinyon Mitchell,PHI,DB,DB,1.28,0.0,0.0,0.0,0.82,0.46,0.9295588235294117,0.82,2
DJ Turner II,CIN,DB,DB,1.28,0.0,0.0,0.0,0.88,0.4,0.7930289318524613,0.82,3
Chris Godwin Jr.,TB,WR,WR,1.28,-0.01,0.17,0.86,0.0,0.27,0.783330734243015,0.85,9
Trey McBride,ARI,TE,TE,1.28,0.0,0.04,0.99,0.0,0.25,0.8382900136798908,0.8,4
Brandon Dorlus,ATL,DL,DL,1.28,0.0,0.0,0.0,1.08,0.2,0.36604166666666665,0.55,2
Mark Andrews,BAL,TE,TE,1.28,0.0,0.47,0.61,0.0,0.19,0.6498931106732965,0.8,8
Josaiah Stewart,LA,LB,LB,1.28,0.0,0.0,0.0,1.14,0.14,0.34500000000000003,0.45,1
Dondrea Tillman,DEN,LB,LB,1.28,0.0,0.0,0.0,1.14,0.14,0.3455263157894737,0.0,6
A.J. Terrell,ATL,DB,DB,1.27,0.0,0.0,0.0,0.8,0.48,0.952134531590414,0.82,6
Riley Moss,DEN,DB,DB,1.27,0.0,0.0,0.0,0.87,0.39,0.7845695006747638,0.3,3
Evan Williams,GB,DB,DB,1.27,0.0,0.0,0.0,0.89,0.38,0.7638655462184873,0.82,2
Devonte Wyatt,GB,DL,DL,1.27,0.0,0.0,0.0,1.0,0.27,0.4955569155446756,0.65,4
Beanie Bishop Jr.,NO,DB,DB,1.27,0.0,0.0,0.0,1.03,0.24,0.4750000000000001,0.15,2
Jaylen McCollough,LA,DB,DB,1.27,0.0,0.0,0.0,1.08,0.19,0.3797697368421052,0.15,2
Cameron Sample,SF,DL,DL,1.27,0.0,0.0,0.0,1.1,0.17,0.3067395762132605,0.25,5
Bud Dupree,LAC,LB,LB,1.26,0.0,0.0,0.0,1.06,0.2,0.49545791245791243,0.2,11
Nate Landman,LA,LB,LB,1.25,0.0,0.0,0.0,0.95,0.29,0.7337539930999234,0.75,4
Demetrius Knight Jr.,CIN,LB,LB,1.25,0.0,0.0,0.0,0.96,0.29,0.7300000000000001,0.9,1
Samson Ebukam,ATL,DL,DL,1.25,0.0,0.0,0.0,0.98,0.27,0.49630860424978074,0.75,9
Teair Tart,LAC,DL,DL,1.25,0.0,0.0,0.0,1.01,0.24,0.43143145126478466,0.8,6
Shemar James,DAL,LB,LB,1.25,0.0,0.0,0.0,1.01,0.23,0.5864285714285715,0.9,1
Azeez Ojulari,ATL,LB,LB,1.25,0.0,0.0,0.0,1.07,0.18,0.4509386677229814,0.2,5
Kyler Gordon,CHI,DB,DB,1.24,0.0,0.0,0.0,0.87,0.37,0.7442468694096602,0.82,4
Roger McCreary,DET,DB,DB,1.24,0.0,0.0,0.0,0.93,0.31,0.6158796169630644,0.62,4
Deatrich Wise,WAS,DL,DL,1.24,0.0,0.0,0.0,0.99,0.25,0.453759477124183,0.25,9
SirVocea Dennis,TB,LB,LB,1.24,0.0,0.0,0.0,1.0,0.24,0.60967094017094,0.2,3
Nnamdi Madubuike,BAL,DL,DL,1.23,0.0,0.0,0.0,0.87,0.36,0.6539927225471085,0.65,6
Isaiah Pola-Mao,LV,DB,DB,1.23,0.0,-0.33,0.0,1.2,0.36,0.7141183465986818,0.82,4
Montaric Brown,JAX,DB,DB,1.23,0.0,0.0,0.0,0.89,0.33,0.6663497492020064,0.62,4
Tony Adams,TEN,DB,DB,1.23,0.0,0.0,0.0,0.9,0.33,0.6597392529950669,0.62,4
Jamien Sherwood,NYJ,LB,LB,1.23,0.0,0.0,0.0,0.93,0.29,0.7294509803921568,0.75,5
Thomas Harper,DET,DB,DB,1.23,0.0,0.0,0.0,1.01,0.22,0.4428333333333332,0.15,2
Quentin Lake,LA,DB,DB,1.22,0.0,0.0,0.0,0.82,0.4,0.8051068009917459,0.3,4
Dane Belton,NYJ,DB,DB,1.22,0.0,0.22,0.0,0.75,0.25,0.49311901504787964,0.0,4
Carson Wentz,MIN,QB,QB,1.21,0.77,-0.27,0.0,0.0,0.71,0.7056339869281046,0.0,10
Bryan Cook,CIN,DB,DB,1.21,0.0,0.0,0.0,0.82,0.39,0.7787542179662562,0.62,4
Courtland Sutton,DEN,WR,WR,1.21,-0.07,0.0,0.97,0.0,0.3,0.8484604747162022,0.8,8
Moro Ojomo,PHI,DL,DL,1.21,0.0,0.0,0.0,0.95,0.26,0.47665750915750915,0.65,3
Marvin Harrison Jr.,ARI,WR,WR,1.21,0.0,0.0,0.95,0.0,0.26,0.7400183823529412,0.85,2
Mike Evans,SF,WR,WR,1.21,0.0,0.01,0.95,0.0,0.25,0.719487199480182,0.85,12
Roy Lopez,ARI,DL,DL,1.21,0.0,0.0,0.0,0.98,0.24,0.4276797385620915,0.65,5
Christian Watson,GB,WR,WR,1.21,0.0,0.07,0.91,0.0,0.23,0.6549610389610391,0.85,4
Chauncey Golston,NYG,DL,DL,1.21,0.0,0.0,0.03,0.96,0.22,0.3976040305010893,0.75,5
Justin Eboigbe,LAC,DL,DL,1.21,0.0,0.0,0.0,1.05,0.16,0.2819722222222222,0.65,2
Tyler Huntley,BAL,QB,QB,1.2,0.87,-0.33,0.0,0.0,0.66,0.6592126984126984,0.0,6
Malik Mustapha,SF,DB,DB,1.2,0.0,0.0,0.0,0.77,0.43,0.8581808035714285,0.62,2
Cordale Flott,TEN,DB,DB,1.2,0.0,0.0,0.0,0.84,0.37,0.7321351903910043,0.82,4
Nate Hobbs,SF,DB,DB,1.2,0.0,0.0,0.0,0.86,0.34,0.6762917866447277,0.3,5
Jason Pinnock,NYG,DB,DB,1.2,0.0,0.0,0.0,0.89,0.31,0.6287638888888888,0.3,5
Myles Murphy,CIN,DL,DL,1.2,0.0,0.0,0.0,0.93,0.28,0.5012530455969371,0.55,3
David Onyemata,NYJ,DL,DL,1.19,0.0,0.0,0.0,0.88,0.31,0.5690617944147355,0.65,10
Payton Wilson,PIT,LB,LB,1.19,0.0,0.0,0.0,0.97,0.22,0.5470138888888888,0.0,2
Jack Gibbens,ARI,LB,LB,1.19,0.0,0.0,0.0,0.99,0.2,0.49828017718715384,0.0,4
Colston Loveland,CHI,TE,TE,1.19,0.0,-0.1,1.09,0.0,0.2,0.6544444444444445,0.8,1
Arnold Ebiketie,PHI,LB,LB,1.19,0.0,0.0,0.0,1.03,0.16,0.39776675786593696,0.0,4
Charvarius Ward,IND,DB,DB,1.18,0.0,0.0,0.0,0.72,0.46,0.918618253968254,0.82,8
Nick Emmanwori,SEA,DB,DB,1.18,0.0,0.0,0.0,0.75,0.43,0.8629411764705882,0.82,1
Joe Tryon-Shoyinka,PHI,DL,DL,1.18,0.0,0.0,0.0,0.98,0.2,0.3719658869395711,0.55,5
AJ Barner,SEA,TE,TE,1.18,0.0,0.32,0.65,0.0,0.2,0.6624080882352942,0.8,2
Ronnie Harrison,MIA,LB,LB,1.18,0.0,0.0,0.0,1.06,0.12,0.3105481481481481,0.2,8
Da'Shawn Hand,ATL,DL,DL,1.17,0.0,0.0,0.0,0.93,0.24,0.4356349206349206,0.35,8
Dre Greenlaw,SF,LB,LB,1.17,0.0,0.0,0.0,0.95,0.22,0.5564814814814814,0.75,7
Jonah Laulu,LV,DL,DL,1.16,0.0,0.0,0.0,0.83,0.32,0.5836029411764706,0.55,2
Dante Stills,ARI,DL,DL,1.16,0.0,0.0,0.0,0.89,0.28,0.502084715937657,0.75,3
Micheal Clemons,IND,DL,DL,1.16,0.0,0.0,0.0,0.89,0.27,0.4915834473324212,0.35,4
Tommy Togiai,HOU,DL,DL,1.16,0.0,0.0,0.0,0.9,0.25,0.45868214654282774,0.55,5
Tonka Hemingway,LV,DL,DL,1.16,0.0,0.0,0.0,0.98,0.18,0.32555555555555554,0.25,1
Jaylen Harrell,TEN,LB,LB,1.16,0.0,0.0,0.0,1.03,0.13,0.32345588235294115,0.45,2
Jeremy Chinn,LV,DB,DB,1.15,0.0,0.0,0.0,0.71,0.44,0.8827175084175085,0.88,6
Alex Singleton,DEN,LB,LB,1.15,0.0,0.0,0.0,0.77,0.38,0.9430718954248367,0.45,11
Quay Walker,LV,LB,LB,1.15,0.0,0.0,0.0,0.78,0.37,0.9142410510715914,0.75,4
Christian Barmore,NE,DL,DL,1.15,0.0,0.0,0.0,0.82,0.33,0.5920363938167861,0.75,5
Kristian Fulton,KC,DB,DB,1.15,0.0,0.0,0.0,0.83,0.32,0.6384415584415584,0.3,6
Jalen Coker,CAR,WR,WR,1.15,0.05,0.0,0.85,0.0,0.24,0.6920928030303028,0.85,2
Chau Smith-Wade,CAR,DB,DB,1.15,0.0,0.0,0.0,0.9,0.25,0.5084926470588234,0.3,2
Jacob Martin,TEN,DL,DL,1.14,0.0,0.0,0.0,0.9,0.24,0.43659399424105305,0.65,8
E.J. Speed,HOU,LB,LB,1.14,0.0,0.0,0.0,0.91,0.23,0.5837426833696441,0.45,7
Chop Robinson,MIA,LB,LB,1.14,0.0,0.0,0.0,0.95,0.19,0.47203431372549015,0.45,2
Ivan Pace Jr.,MIN,LB,LB,1.14,0.0,0.0,0.0,0.95,0.18,0.4568024132730015,0.0,3
Daxton Hill,CIN,DB,DB,1.13,0.0,0.0,0.0,0.71,0.42,0.8307900896792823,0.3,4
Greg Newsome II,NYG,DB,DB,1.13,0.0,0.0,0.0,0.75,0.38,0.7561113010446342,0.62,5
Trevin Wallace,CAR,LB,LB,1.13,0.0,0.0,0.0,0.82,0.31,0.7752083333333333,0.0,2
P.J. Locke,DAL,DB,DB,1.13,0.0,0.0,0.0,0.89,0.25,0.4917561728395061,0.3,7
Jowon Briggs,NYJ,DL,DL,1.12,0.0,0.0,0.0,0.87,0.25,0.4480882352941176,0.25,2
Jayden Reed,GB,WR,WR,1.12,0.0,0.11,0.83,0.0,0.18,0.5215099715099715,0.8,3
Willie Gay Jr.,MIA,LB,LB,1.12,0.0,0.0,0.0,0.99,0.12,0.30402506593280587,0.0,6
Grady Jarrett,CHI,DL,DL,1.11,0.0,0.0,0.0,0.73,0.38,0.6898545751633987,0.35,11
Jarvis Brownlee Jr.,NYJ,DB,DB,1.11,0.0,0.0,0.0,0.74,0.37,0.7457352941176472,0.3,2
Travis Jones,BAL,DL,DL,1.11,0.0,0.0,0.0,0.8,0.32,0.5789137086903304,0.55,4
Davante Adams,LA,WR,WR,1.11,-0.02,-0.09,0.94,0.0,0.29,0.8268011204481793,0.8,12
DeMarvion Overshown,DAL,LB,LB,1.11,0.0,0.0,0.0,0.83,0.27,0.6863621794871794,0.75,3
D.J. Reed,DET,DB,DB,1.1,0.0,0.0,0.0,0.65,0.45,0.9031568004979769,0.82,8
Shelby Harris,NYG,DL,DL,1.1,0.0,0.0,0.0,0.82,0.28,0.5106179842307293,0.8,12
Sam Okuayinonu,SF,DL,DL,1.1,0.0,0.0,0.0,0.83,0.27,0.4983510348583877,0.55,4
Poona Ford,LA,DL,DL,1.1,0.0,0.0,0.0,0.83,0.27,0.48309694989106755,0.55,8
John Jenkins,BAL,DL,DL,1.1,0.0,0.0,0.0,0.84,0.26,0.46766946778711493,0.35,13
Joey Porter Jr.,PIT,DB,DB,1.09,0.0,0.0,0.0,0.64,0.45,0.9064739400033517,0.0,3
Ar'Darius Washington,NYG,DB,DB,1.09,0.0,0.0,0.0,0.92,0.18,0.3543606237816764,0.0,5
Henry To'oTo'o,HOU,LB,LB,1.08,0.0,0.0,0.0,0.78,0.3,0.7447678018575852,0.75,3
Christian Izien,DET,DB,DB,1.08,0.0,0.0,0.0,0.86,0.22,0.4418835550414497,0.0,3
Dalton Kincaid,BUF,TE,TE,1.08,0.0,0.0,0.93,0.0,0.14,0.4795818070818071,0.8,3
Chris Rumph II,NO,LB,LB,1.08,0.0,0.0,0.0,0.97,0.11,0.2788480392156862,0.0,5
Divine Deablo,ATL,LB,LB,1.07,0.0,0.0,0.22,0.52,0.33,0.8260177180843848,0.45,5
Drake London,ATL,WR,WR,1.07,0.04,-0.17,0.89,0.0,0.31,0.876982444140447,0.85,4
Barrett Carter,CIN,LB,LB,1.07,0.0,0.0,0.0,0.77,0.3,0.7476470588235294,0.45,1
Jihaad Campbell,PHI,LB,LB,1.07,0.0,0.0,0.0,0.83,0.24,0.5950000000000001,0.0,1
Damar Hamlin,BUF,DB,DB,1.07,0.0,-0.12,0.0,1.0,0.19,0.3753984749455337,0.15,5
Joe Milton III,DAL,QB,QB,1.06,0.4,0.17,0.0,0.0,0.49,0.48749999999999993,0.0,2
Benjamin St-Juste,GB,DB,DB,1.06,0.0,0.0,0.0,0.76,0.3,0.6060485838779957,0.62,5
Andrew Wingard,ARI,DB,DB,1.06,0.0,0.04,0.0,0.72,0.3,0.6046530214424949,0.62,7
Ladd McConkey,LAC,WR,WR,1.06,0.0,0.0,0.79,0.0,0.27,0.7661764705882353,0.85,2
Matthew Golden,GB,WR,WR,1.06,0.0,0.12,0.75,0.0,0.19,0.5293333333333332,0.6,1
Aidan O'Connell,LV,QB,QB,1.05,0.54,-0.29,0.0,0.0,0.8,0.8035508935508934,0.0,3
Anthony Richardson,IND,QB,QB,1.05,0.23,0.4,-0.04,0.0,0.46,0.4608449883449883,0.0,3
Martin Emerson,NO,DB,DB,1.05,0.0,0.0,0.0,0.65,0.4,0.7924040920716114,0.62,4
Andrew Billings,ARI,DL,DL,1.05,0.0,0.0,0.0,0.78,0.27,0.4903686176224876,0.55,10
Deone Walker,BUF,DL,DL,1.05,0.0,0.0,0.0,0.79,0.27,0.4826315789473684,0.55,1
Kentavius Street,CHI,DL,DL,1.05,0.0,0.0,0.0,0.84,0.22,0.3919657114127702,0.25,8
Jamin Davis,PIT,LB,LB,1.05,0.0,0.0,0.0,0.92,0.14,0.342054131054131,0.0,5
Will Harris,WAS,DB,DB,1.04,0.0,0.0,0.0,0.66,0.38,0.7684649796100774,0.15,7
Darnell Savage,PIT,DB,DB,1.04,0.0,0.0,0.0,0.73,0.31,0.6272426400759733,0.0,7
Jaylon Jones,IND,DB,DB,1.04,0.0,0.0,0.0,0.74,0.3,0.6055220378749789,0.3,3
Dadrion Taylor-Demerson,ARI,DB,DB,1.04,0.0,0.0,0.0,0.82,0.21,0.42227328431372546,0.15,2
Brandon Stephens,NYJ,DB,DB,1.03,0.0,0.0,0.0,0.58,0.46,0.9102742957611896,0.62,5
Riq Woolen,PHI,DB,DB,1.03,0.0,0.0,0.0,0.61,0.42,0.8400006289949679,0.62,4
Byron Murphy II,SEA,DL,DL,1.03,0.0,0.0,0.0,0.69,0.33,0.6089285714285714,0.55,2
Joshua Uche,MIA,LB,LB,1.03,0.0,0.0,0.0,0.91,0.12,0.3121732193732194,0.0,6
Marte Mapu,HOU,LB,LB,1.03,-0.14,0.0,0.0,1.06,0.12,0.30086662357250593,0.2,3
Harrison Phillips,NYJ,DL,DL,1.02,0.0,0.0,0.0,0.68,0.34,0.6235187000726216,0.35,8
C.J. Henderson,ATL,DB,DB,1.02,0.0,0.0,0.0,0.71,0.31,0.6140404040404039,0.3,6
Malik Nabers,NYG,WR,WR,1.02,-0.03,-0.03,0.79,0.0,0.29,0.836625,0.85,2
Kayshon Boutte,NE,WR,WR,1.02,0.0,0.0,0.79,0.0,0.23,0.6458746438746437,0.6,3
Trevis Gipson,CAR,DL,DL,1.02,0.0,0.0,0.0,0.88,0.14,0.2590034547152194,0.65,6
Isaiah Simmons,CAR,LB,LB,1.02,0.0,0.0,0.0,0.93,0.08,0.20929847494553377,0.0,6
Mykel Williams,SF,DL,DL,1.01,0.0,0.0,0.0,0.64,0.37,0.6655555555555556,0.65,1
Kris Jenkins,CIN,DL,DL,1.01,0.0,0.0,0.0,0.72,0.29,0.5251249999999998,0.35,2
Tim Settle,WAS,DL,DL,1.01,0.0,0.0,0.0,0.75,0.26,0.4814192179795895,0.0,8
Anfernee Jennings,NO,LB,LB,1.01,0.0,0.0,0.0,0.8,0.21,0.5294031007751938,0.0,6
Rakeem Nunez-Roches,TB,DL,DL,1.0,0.0,0.0,0.0,0.74,0.26,0.4788722222222222,0.35,11
Malcolm Roach,DEN,DL,DL,1.0,0.0,0.0,0.0,0.76,0.25,0.44886345136345146,0.65,6
Leo Chenal,WAS,LB,LB,1.0,0.0,0.0,0.0,0.83,0.18,0.44161240310077515,0.2,4
D'Marco Jackson,CHI,LB,LB,1.0,0.0,0.0,0.0,0.92,0.08,0.19892776939835763,0.45,4
Nick Mullens,JAX,QB,QB,0.99,0.91,-0.16,0.0,0.0,0.24,0.2378666666666666,0.0,9
Sauce Gardner,IND,DB,DB,0.99,0.0,0.0,0.0,0.56,0.43,0.864310533515732,0.62,4
Cam Hart,LAC,DB,DB,0.99,0.0,0.0,0.0,0.69,0.3,0.6074117647058822,0.15,2
Mack Hollins,NE,WR,WR,0.99,0.0,0.04,0.72,0.0,0.22,0.6336762192056311,0.3,9
Justin Strnad,DEN,LB,LB,0.99,0.0,0.0,0.0,0.83,0.16,0.40204629629629623,0.0,6
Renardo Green,SF,DB,DB,0.98,0.0,0.0,0.0,0.58,0.4,0.8061948529411764,0.0,2
Keion White,SF,DL,DL,0.98,0.0,0.0,0.0,0.66,0.32,0.5773567119155355,0.35,3
Mekhi Blackmon,IND,DB,DB,0.98,0.0,0.0,0.0,0.67,0.31,0.6226753812636164,0.15,3
Dalvin Tomlinson,LAC,DL,DL,0.97,0.0,0.0,0.0,0.67,0.3,0.5532103174603175,0.75,9
